Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),C(3),H(6),C2H4(9),H2(11),C2H3(14),C#C(20),C2H2(24),C3H7(16),C4H7(22),C4H7(41),C4H7(36),C4H6(42),C4H6(85),C4H6(65),C4H6(43),C4H7(26),C4H5(28),C4H5(180),C3H5(25)
2.09E-08,0.11224575,0,0,0,0,0.999996608,6.62E-06,5.21E-08,2.65E-08,2.87E-08,1.72E-08,1.57E-08,9.32E-17,3.52E-17,2.33E-23,1.87E-16,8.50E-27,3.42E-29,1.08E-26,1.61E-27,2.48E-30,1.86E-29,1.27E-33,1.15E-28,1.02E-34,3.36E-39,4.45E-25
2.17E-08,0.112245764,0,0,0,0,0.99999648,6.86E-06,5.48E-08,2.85E-08,3.00E-08,1.87E-08,1.69E-08,1.08E-16,4.23E-17,2.80E-23,2.13E-16,1.09E-26,4.36E-29,1.42E-26,2.14E-27,3.31E-30,2.53E-29,1.69E-33,1.46E-28,1.45E-34,4.76E-39,5.58E-25
2.25E-08,0.112245778,0,0,0,0,0.999996353,7.11E-06,5.76E-08,3.05E-08,3.13E-08,2.03E-08,1.82E-08,1.24E-16,5.04E-17,3.34E-23,2.41E-16,1.37E-26,5.53E-29,1.86E-26,2.82E-27,4.36E-30,3.41E-29,2.23E-33,1.84E-28,2.04E-34,6.68E-39,6.93E-25
2.33E-08,0.112245792,0,0,0,0,0.999996225,7.35E-06,6.04E-08,3.27E-08,3.26E-08,2.20E-08,1.96E-08,1.42E-16,5.97E-17,3.96E-23,2.73E-16,1.73E-26,6.94E-29,2.42E-26,3.67E-27,5.70E-30,4.55E-29,2.91E-33,2.31E-28,2.82E-34,9.25E-39,8.54E-25
2.40E-08,0.112245806,0,0,0,0,0.999996097,7.60E-06,6.33E-08,3.49E-08,3.40E-08,2.38E-08,2.10E-08,1.62E-16,7.04E-17,4.66E-23,3.06E-16,2.15E-26,8.65E-29,3.11E-26,4.75E-27,7.37E-30,6.01E-29,3.77E-33,2.87E-28,3.87E-34,1.27E-38,1.05E-24
2.48E-08,0.112245821,0,0,0,0,0.999995969,7.84E-06,6.62E-08,3.72E-08,3.53E-08,2.57E-08,2.25E-08,1.85E-16,8.26E-17,5.47E-23,3.43E-16,2.66E-26,1.07E-28,3.97E-26,6.09E-27,9.47E-30,7.87E-29,4.84E-33,3.55E-28,5.25E-34,1.72E-38,1.27E-24
2.56E-08,0.112245835,0,0,0,0,0.999995841,8.08E-06,6.92E-08,3.95E-08,3.67E-08,2.76E-08,2.40E-08,2.09E-16,9.64E-17,6.38E-23,3.83E-16,3.27E-26,1.32E-28,5.03E-26,7.75E-27,1.21E-29,1.02E-28,6.16E-33,4.35E-28,7.05E-34,2.31E-38,1.54E-24
2.64E-08,0.112245849,0,0,0,0,0.999995713,8.33E-06,7.22E-08,4.20E-08,3.82E-08,2.96E-08,2.56E-08,2.35E-16,1.12E-16,7.42E-23,4.26E-16,4.00E-26,1.61E-28,6.32E-26,9.80E-27,1.53E-29,1.32E-28,7.80E-33,5.31E-28,9.39E-34,3.07E-38,1.85E-24
2.72E-08,0.112245863,0,0,0,0,0.999995585,8.57E-06,7.52E-08,4.45E-08,3.96E-08,3.17E-08,2.73E-08,2.65E-16,1.29E-16,8.58E-23,4.73E-16,4.86E-26,1.95E-28,7.89E-26,1.23E-26,1.92E-29,1.68E-28,9.80E-33,6.44E-28,1.24E-33,4.06E-38,2.21E-24
2.79E-08,0.112245877,0,0,0,0,0.999995456,8.82E-06,7.83E-08,4.70E-08,4.11E-08,3.39E-08,2.90E-08,2.96E-16,1.49E-16,9.88E-23,5.22E-16,5.87E-26,2.36E-28,9.79E-26,1.53E-26,2.39E-29,2.13E-28,1.22E-32,7.76E-28,1.62E-33,5.31E-38,2.62E-24
2.87E-08,0.112245892,0,0,0,0,0.999995327,9.06E-06,8.15E-08,4.97E-08,4.26E-08,3.62E-08,3.08E-08,3.31E-16,1.71E-16,1.13E-22,5.76E-16,7.05E-26,2.84E-28,1.21E-25,1.90E-26,2.97E-29,2.69E-28,1.52E-32,9.31E-28,2.11E-33,6.90E-38,3.11E-24
2.95E-08,0.112245906,0,0,0,0,0.999995199,9.30E-06,8.47E-08,5.24E-08,4.42E-08,3.86E-08,3.26E-08,3.68E-16,1.96E-16,1.30E-22,6.33E-16,8.44E-26,3.39E-28,1.48E-25,2.34E-26,3.66E-29,3.37E-28,1.87E-32,1.11E-27,2.72E-33,8.91E-38,3.66E-24
3.03E-08,0.11224592,0,0,0,0,0.99999507,9.55E-06,8.79E-08,5.52E-08,4.57E-08,4.10E-08,3.45E-08,4.09E-16,2.23E-16,1.48E-22,6.95E-16,1.00E-25,4.04E-28,1.81E-25,2.87E-26,4.49E-29,4.20E-28,2.30E-32,1.32E-27,3.49E-33,1.14E-37,4.29E-24
3.18E-08,0.112245948,0,0,0,0,0.999994812,1.00E-05,9.45E-08,6.10E-08,4.89E-08,4.63E-08,3.86E-08,4.99E-16,2.86E-16,1.90E-22,8.31E-16,1.40E-25,5.65E-28,2.65E-25,4.25E-26,6.66E-29,6.40E-28,3.41E-32,1.84E-27,5.61E-33,1.84E-37,5.83E-24
3.32E-08,0.112245974,0,0,0,0,0.999994579,1.05E-05,1.01E-07,6.65E-08,5.19E-08,5.13E-08,4.24E-08,5.93E-16,3.55E-16,2.35E-22,9.68E-16,1.87E-25,7.53E-28,3.67E-25,5.96E-26,9.35E-29,9.19E-28,4.79E-32,2.45E-27,8.45E-33,2.77E-37,7.59E-24
3.46E-08,0.112246,0,0,0,0,0.999994346,1.09E-05,1.07E-07,7.21E-08,5.49E-08,5.66E-08,4.65E-08,7.00E-16,4.37E-16,2.89E-22,1.12E-15,2.47E-25,9.93E-28,5.03E-25,8.24E-26,1.29E-28,1.30E-27,6.63E-32,3.22E-27,1.25E-32,4.10E-37,9.77E-24
3.60E-08,0.112246025,0,0,0,0,0.999994112,1.13E-05,1.13E-07,7.81E-08,5.81E-08,6.23E-08,5.09E-08,8.21E-16,5.33E-16,3.53E-22,1.29E-15,3.22E-25,1.29E-27,6.81E-25,1.12E-25,1.77E-28,1.81E-27,9.06E-32,4.20E-27,1.82E-32,5.96E-37,1.24E-23
3.74E-08,0.112246051,0,0,0,0,0.999993877,1.18E-05,1.20E-07,8.42E-08,6.13E-08,6.83E-08,5.54E-08,9.56E-16,6.45E-16,4.27E-22,1.48E-15,4.15E-25,1.67E-27,9.10E-25,1.52E-25,2.38E-28,2.49E-27,1.22E-31,5.40E-27,2.61E-32,8.56E-37,1.57E-23
3.88E-08,0.112246077,0,0,0,0,0.999993643,1.22E-05,1.27E-07,9.06E-08,6.46E-08,7.46E-08,6.03E-08,1.11E-15,7.75E-16,5.13E-22,1.68E-15,5.31E-25,2.14E-27,1.20E-24,2.02E-25,3.18E-28,3.39E-27,1.64E-31,6.90E-27,3.70E-32,1.21E-36,1.96E-23
4.02E-08,0.112246103,0,0,0,0,0.999993408,1.27E-05,1.33E-07,9.73E-08,6.81E-08,8.13E-08,6.53E-08,1.28E-15,9.25E-16,6.13E-22,1.91E-15,6.73E-25,2.71E-27,1.58E-24,2.67E-25,4.21E-28,4.57E-27,2.16E-31,8.73E-27,5.17E-32,1.69E-36,2.44E-23
4.16E-08,0.112246129,0,0,0,0,0.999993172,1.31E-05,1.40E-07,1.04E-07,7.16E-08,8.84E-08,7.07E-08,1.46E-15,1.10E-15,7.28E-22,2.16E-15,8.46E-25,3.40E-27,2.04E-24,3.49E-25,5.51E-28,6.08E-27,2.83E-31,1.10E-26,7.14E-32,2.34E-36,3.00E-23
4.30E-08,0.112246155,0,0,0,0,0.999992936,1.35E-05,1.47E-07,1.11E-07,7.52E-08,9.58E-08,7.63E-08,1.67E-15,1.30E-15,8.59E-22,2.43E-15,1.06E-24,4.25E-27,2.63E-24,4.53E-25,7.15E-28,8.02E-27,3.68E-31,1.36E-26,9.75E-32,3.19E-36,3.67E-23
4.44E-08,0.112246181,0,0,0,0,0.999992699,1.40E-05,1.55E-07,1.19E-07,7.88E-08,1.04E-07,8.22E-08,1.90E-15,1.52E-15,1.01E-21,2.72E-15,1.31E-24,5.26E-27,3.35E-24,5.83E-25,9.21E-28,1.05E-26,4.74E-31,1.69E-26,1.32E-31,4.32E-36,4.46E-23
4.58E-08,0.112246207,0,0,0,0,0.999992462,1.44E-05,1.62E-07,1.26E-07,8.26E-08,1.12E-07,8.84E-08,2.15E-15,1.78E-15,1.18E-21,3.04E-15,1.61E-24,6.47E-27,4.24E-24,7.44E-25,1.18E-27,1.36E-26,6.06E-31,2.08E-26,1.77E-31,5.78E-36,5.39E-23
4.72E-08,0.112246233,0,0,0,0,0.999992224,1.48E-05,1.70E-07,1.34E-07,8.65E-08,1.20E-07,9.49E-08,2.43E-15,2.07E-15,1.37E-21,3.38E-15,1.97E-24,7.92E-27,5.33E-24,9.43E-25,1.49E-27,1.75E-26,7.69E-31,2.54E-26,2.34E-31,7.68E-36,6.47E-23
4.86E-08,0.112246259,0,0,0,0,0.999991986,1.53E-05,1.77E-07,1.42E-07,9.04E-08,1.29E-07,1.02E-07,2.73E-15,2.39E-15,1.58E-21,3.75E-15,2.39E-24,9.63E-27,6.66E-24,1.19E-24,1.88E-27,2.23E-26,9.68E-31,3.08E-26,3.08E-31,1.01E-35,7.73E-23
5.00E-08,0.112246285,0,0,0,0,0.999991747,1.57E-05,1.85E-07,1.50E-07,9.45E-08,1.39E-07,1.09E-07,3.06E-15,2.76E-15,1.83E-21,4.15E-15,2.90E-24,1.16E-26,8.26E-24,1.48E-24,2.35E-27,2.82E-26,1.21E-30,3.72E-26,4.03E-31,1.32E-35,9.18E-23
5.14E-08,0.112246311,0,0,0,0,0.999991507,1.61E-05,1.93E-07,1.59E-07,9.86E-08,1.48E-07,1.16E-07,3.41E-15,3.16E-15,2.10E-21,4.58E-15,3.48E-24,1.40E-26,1.02E-23,1.85E-24,2.92E-27,3.55E-26,1.51E-30,4.47E-26,5.22E-31,1.71E-35,1.09E-22
5.28E-08,0.112246337,0,0,0,0,0.999991267,1.66E-05,2.01E-07,1.67E-07,1.03E-07,1.58E-07,1.24E-07,3.80E-15,3.62E-15,2.40E-21,5.04E-15,4.17E-24,1.68E-26,1.25E-23,2.28E-24,3.61E-27,4.44E-26,1.87E-30,5.35E-26,6.71E-31,2.20E-35,1.28E-22
5.42E-08,0.112246364,0,0,0,0,0.999991027,1.70E-05,2.09E-07,1.76E-07,1.07E-07,1.69E-07,1.32E-07,4.22E-15,4.13E-15,2.73E-21,5.53E-15,4.97E-24,2.00E-26,1.52E-23,2.80E-24,4.45E-27,5.52E-26,2.30E-30,6.37E-26,8.58E-31,2.81E-35,1.50E-22
5.56E-08,0.11224639,0,0,0,0,0.999990786,1.74E-05,2.18E-07,1.86E-07,1.12E-07,1.80E-07,1.40E-07,4.67E-15,4.69E-15,3.11E-21,6.06E-15,5.90E-24,2.37E-26,1.85E-23,3.43E-24,5.44E-27,6.83E-26,2.81E-30,7.55E-26,1.09E-30,3.57E-35,1.75E-22
5.70E-08,0.112246416,0,0,0,0,0.999990544,1.79E-05,2.26E-07,1.95E-07,1.16E-07,1.91E-07,1.49E-07,5.16E-15,5.31E-15,3.52E-21,6.62E-15,6.97E-24,2.80E-26,2.23E-23,4.17E-24,6.62E-27,8.40E-26,3.43E-30,8.91E-26,1.37E-30,4.50E-35,2.03E-22
5.84E-08,0.112246443,0,0,0,0,0.999990302,1.83E-05,2.35E-07,2.05E-07,1.21E-07,2.03E-07,1.58E-07,5.69E-15,5.99E-15,3.97E-21,7.22E-15,8.20E-24,3.30E-26,2.68E-23,5.06E-24,8.03E-27,1.03E-25,4.15E-30,1.05E-25,1.72E-30,5.65E-35,2.35E-22
5.98E-08,0.112246469,0,0,0,0,0.999990059,1.87E-05,2.44E-07,2.14E-07,1.25E-07,2.16E-07,1.68E-07,6.26E-15,6.75E-15,4.47E-21,7.86E-15,9.61E-24,3.86E-26,3.21E-23,6.10E-24,9.68E-27,1.25E-25,5.01E-30,1.23E-25,2.15E-30,7.05E-35,2.72E-22
6.26E-08,0.112246522,0,0,0,0,0.999989572,1.96E-05,2.62E-07,2.35E-07,1.35E-07,2.42E-07,1.88E-07,7.52E-15,8.48E-15,5.62E-21,9.26E-15,1.31E-23,5.25E-26,4.54E-23,8.76E-24,1.39E-26,1.83E-25,7.21E-30,1.67E-25,3.30E-30,1.08E-34,3.59E-22
6.51E-08,0.11224657,0,0,0,0,0.999989131,2.04E-05,2.79E-07,2.54E-07,1.44E-07,2.67E-07,2.07E-07,8.81E-15,1.03E-14,6.85E-21,1.07E-14,1.70E-23,6.85E-26,6.12E-23,1.20E-23,1.90E-26,2.54E-25,9.87E-30,2.17E-25,4.77E-30,1.56E-34,4.55E-22
6.76E-08,0.112246618,0,0,0,0,0.999988693,2.12E-05,2.95E-07,2.74E-07,1.53E-07,2.93E-07,2.27E-07,1.02E-14,1.25E-14,8.27E-21,1.22E-14,2.19E-23,8.82E-26,8.13E-23,1.61E-23,2.57E-26,3.48E-25,1.33E-29,2.79E-25,6.77E-30,2.22E-34,5.72E-22
7.01E-08,0.112246666,0,0,0,0,0.999988253,2.19E-05,3.13E-07,2.94E-07,1.63E-07,3.21E-07,2.49E-07,1.18E-14,1.50E-14,9.91E-21,1.39E-14,2.80E-23,1.13E-25,1.07E-22,2.15E-23,3.42E-26,4.70E-25,1.78E-29,3.55E-25,9.50E-30,3.11E-34,7.12E-22
7.25E-08,0.112246714,0,0,0,0,0.999987812,2.27E-05,3.31E-07,3.16E-07,1.73E-07,3.50E-07,2.72E-07,1.36E-14,1.78E-14,1.18E-20,1.57E-14,3.54E-23,1.42E-25,1.39E-22,2.84E-23,4.52E-26,6.28E-25,2.35E-29,4.49E-25,1.32E-29,4.31E-34,8.79E-22
7.50E-08,0.112246762,0,0,0,0,0.999987368,2.35E-05,3.49E-07,3.37E-07,1.83E-07,3.81E-07,2.96E-07,1.56E-14,2.11E-14,1.40E-20,1.78E-14,4.45E-23,1.79E-25,1.80E-22,3.72E-23,5.92E-26,8.31E-25,3.08E-29,5.63E-25,1.80E-29,5.90E-34,1.08E-21
7.75E-08,0.11224681,0,0,0,0,0.999986921,2.42E-05,3.68E-07,3.60E-07,1.93E-07,4.14E-07,3.21E-07,1.78E-14,2.49E-14,1.65E-20,2.00E-14,5.54E-23,2.23E-25,2.31E-22,4.82E-23,7.68E-26,1.09E-24,3.99E-29,7.02E-25,2.44E-29,8.00E-34,1.31E-21
8.00E-08,0.112246859,0,0,0,0,0.999986473,2.50E-05,3.87E-07,3.83E-07,2.04E-07,4.49E-07,3.49E-07,2.02E-14,2.91E-14,1.93E-20,2.24E-14,6.86E-23,2.76E-25,2.93E-22,6.20E-23,9.89E-26,1.42E-24,5.15E-29,8.68E-25,3.28E-29,1.07E-33,1.59E-21
8.25E-08,0.112246907,0,0,0,0,0.999986023,2.58E-05,4.06E-07,4.08E-07,2.15E-07,4.85E-07,3.77E-07,2.29E-14,3.40E-14,2.25E-20,2.50E-14,8.44E-23,3.40E-25,3.70E-22,7.93E-23,1.26E-25,1.83E-24,6.58E-29,1.07E-24,4.36E-29,1.43E-33,1.91E-21
8.50E-08,0.112246956,0,0,0,0,0.99998557,2.65E-05,4.26E-07,4.32E-07,2.26E-07,5.23E-07,4.07E-07,2.58E-14,3.94E-14,2.61E-20,2.78E-14,1.03E-22,4.15E-25,4.64E-22,1.01E-22,1.60E-25,2.34E-24,8.35E-29,1.30E-24,5.75E-29,1.88E-33,2.29E-21
8.75E-08,0.112247005,0,0,0,0,0.999985115,2.73E-05,4.47E-07,4.58E-07,2.38E-07,5.63E-07,4.39E-07,2.90E-14,4.56E-14,3.02E-20,3.09E-14,1.26E-22,5.05E-25,5.77E-22,1.27E-22,2.02E-25,2.98E-24,1.05E-28,1.58E-24,7.52E-29,2.46E-33,2.73E-21
9.00E-08,0.112247055,0,0,0,0,0.999984658,2.81E-05,4.67E-07,4.84E-07,2.49E-07,6.05E-07,4.72E-07,3.24E-14,5.25E-14,3.48E-20,3.41E-14,1.52E-22,6.11E-25,7.14E-22,1.59E-22,2.53E-25,3.76E-24,1.32E-28,1.91E-24,9.77E-29,3.20E-33,3.23E-21
9.25E-08,0.112247104,0,0,0,0,0.999984198,2.88E-05,4.89E-07,5.11E-07,2.62E-07,6.49E-07,5.07E-07,3.62E-14,6.02E-14,3.99E-20,3.77E-14,1.83E-22,7.36E-25,8.79E-22,1.97E-22,3.15E-25,4.72E-24,1.64E-28,2.30E-24,1.26E-28,4.12E-33,3.81E-21
9.49E-08,0.112247154,0,0,0,0,0.999983736,2.96E-05,5.10E-07,5.39E-07,2.74E-07,6.95E-07,5.44E-07,4.03E-14,6.88E-14,4.56E-20,4.15E-14,2.19E-22,8.81E-25,1.08E-21,2.44E-22,3.90E-25,5.89E-24,2.04E-28,2.76E-24,1.61E-28,5.28E-33,4.48E-21
9.99E-08,0.112247254,0,0,0,0,0.999982805,3.11E-05,5.55E-07,5.97E-07,3.00E-07,7.92E-07,6.22E-07,4.96E-14,8.90E-14,5.90E-20,4.99E-14,3.10E-22,1.25E-24,1.59E-21,3.69E-22,5.89E-25,9.02E-24,3.08E-28,3.90E-24,2.60E-28,8.50E-33,6.10E-21
1.00E-07,0.112247355,0,0,0,0,0.999982789,3.11E-05,5.56E-07,5.98E-07,3.00E-07,7.94E-07,6.23E-07,4.98E-14,8.93E-14,5.92E-20,5.00E-14,3.12E-22,1.26E-24,1.60E-21,3.71E-22,5.93E-25,9.08E-24,3.10E-28,3.92E-24,2.62E-28,8.57E-33,6.14E-21
1.05E-07,0.112247355,0,0,0,0,0.999981863,3.26E-05,6.01E-07,6.57E-07,3.27E-07,8.98E-07,7.07E-07,6.04E-14,1.14E-13,7.53E-20,5.95E-14,4.32E-22,1.74E-24,2.29E-21,5.46E-22,8.72E-25,1.35E-23,4.56E-28,5.42E-24,4.08E-28,1.34E-32,8.19E-21
1.10E-07,0.112247458,0,0,0,0,0.999980912,3.41E-05,6.50E-07,7.21E-07,3.55E-07,1.01E-06,8.00E-07,7.29E-14,1.44E-13,9.52E-20,7.04E-14,5.94E-22,2.39E-24,3.27E-21,7.93E-22,1.27E-24,1.99E-23,6.64E-28,7.43E-24,6.29E-28,2.06E-32,1.08E-20
1.15E-07,0.112247561,0,0,0,0,0.99997995,3.56E-05,6.99E-07,7.87E-07,3.84E-07,1.14E-06,9.01E-07,8.73E-14,1.79E-13,1.19E-19,8.27E-14,8.04E-22,3.23E-24,4.58E-21,1.14E-21,1.82E-24,2.88E-23,9.51E-28,1.01E-23,9.50E-28,3.11E-32,1.42E-20
1.20E-07,0.112247665,0,0,0,0,0.999978977,3.71E-05,7.51E-07,8.56E-07,4.14E-07,1.27E-06,1.01E-06,1.04E-13,2.22E-13,1.47E-19,9.65E-14,1.08E-21,4.33E-24,6.32E-21,1.60E-21,2.56E-24,4.11E-23,1.34E-27,1.34E-23,1.41E-27,4.62E-32,1.83E-20
1.25E-07,0.11224777,0,0,0,0,0.999977992,3.87E-05,8.04E-07,9.28E-07,4.46E-07,1.41E-06,1.13E-06,1.22E-13,2.73E-13,1.81E-19,1.12E-13,1.42E-21,5.73E-24,8.62E-21,2.23E-21,3.57E-24,5.77E-23,1.87E-27,1.78E-23,2.06E-27,6.75E-32,2.35E-20
1.30E-07,0.112247876,0,0,0,0,0.999976997,4.02E-05,8.59E-07,1.00E-06,4.78E-07,1.56E-06,1.25E-06,1.44E-13,3.33E-13,2.21E-19,1.29E-13,1.86E-21,7.50E-24,1.16E-20,3.06E-21,4.90E-24,8.01E-23,2.57E-27,2.32E-23,2.97E-27,9.73E-32,2.98E-20
1.35E-07,0.112247984,0,0,0,0,0.999975989,4.17E-05,9.16E-07,1.08E-06,5.12E-07,1.73E-06,1.39E-06,1.68E-13,4.03E-13,2.67E-19,1.48E-13,2.42E-21,9.72E-24,1.55E-20,4.16E-21,6.67E-24,1.10E-22,3.50E-27,3.01E-23,4.22E-27,1.38E-31,3.74E-20
1.40E-07,0.112248092,0,0,0,0,0.999974969,4.32E-05,9.74E-07,1.16E-06,5.47E-07,1.90E-06,1.53E-06,1.94E-13,4.84E-13,3.21E-19,1.69E-13,3.11E-21,1.25E-23,2.04E-20,5.60E-21,8.97E-24,1.49E-22,4.71E-27,3.86E-23,5.93E-27,1.94E-31,4.66E-20
1.45E-07,0.112248202,0,0,0,0,0.999973937,4.46E-05,1.03E-06,1.25E-06,5.83E-07,2.08E-06,1.69E-06,2.25E-13,5.78E-13,3.83E-19,1.92E-13,3.96E-21,1.59E-23,2.67E-20,7.46E-21,1.19E-23,2.00E-22,6.28E-27,4.91E-23,8.22E-27,2.69E-31,5.77E-20
1.55E-07,0.112248426,0,0,0,0,0.999971835,4.76E-05,1.16E-06,1.42E-06,6.58E-07,2.49E-06,2.03E-06,2.95E-13,8.11E-13,5.38E-19,2.45E-13,6.28E-21,2.53E-23,4.44E-20,1.29E-20,2.06E-23,3.49E-22,1.08E-26,7.78E-23,1.53E-26,5.02E-31,8.64E-20
1.65E-07,0.112248654,0,0,0,0,0.999969679,5.06E-05,1.29E-06,1.61E-06,7.38E-07,2.93E-06,2.41E-06,3.82E-13,1.11E-12,7.39E-19,3.08E-13,9.71E-21,3.90E-23,7.17E-20,2.15E-20,3.45E-23,5.90E-22,1.81E-26,1.20E-22,2.75E-26,9.01E-31,1.26E-19
1.75E-07,0.112248888,0,0,0,0,0.999967467,5.35E-05,1.43E-06,1.81E-06,8.23E-07,3.43E-06,2.83E-06,4.87E-13,1.50E-12,9.97E-19,3.82E-13,1.46E-20,5.89E-23,1.12E-19,3.49E-20,5.59E-23,9.68E-22,2.95E-26,1.81E-22,4.78E-26,1.56E-30,1.81E-19
1.85E-07,0.112249128,0,0,0,0,0.999965198,5.65E-05,1.57E-06,2.02E-06,9.12E-07,3.98E-06,3.31E-06,6.13E-13,2.00E-12,1.32E-18,4.69E-13,2.16E-20,8.69E-23,1.72E-19,5.52E-20,8.85E-23,1.55E-21,4.67E-26,2.66E-22,8.05E-26,2.64E-30,2.53E-19
1.94E-07,0.112249374,0,0,0,0,0.999962868,5.94E-05,1.72E-06,2.24E-06,1.01E-06,4.59E-06,3.83E-06,7.63E-13,2.61E-12,1.73E-18,5.69E-13,3.13E-20,1.26E-22,2.58E-19,8.53E-20,1.37E-22,2.41E-21,7.22E-26,3.84E-22,1.32E-25,4.32E-30,3.49E-19
2.14E-07,0.112249885,0,0,0,0,0.999958018,6.52E-05,2.05E-06,2.71E-06,1.21E-06,5.97E-06,5.03E-06,1.15E-12,4.31E-12,2.86E-18,8.15E-13,6.22E-20,2.50E-22,5.47E-19,1.92E-19,3.08E-22,5.51E-21,1.63E-25,7.62E-22,3.32E-25,1.09E-29,6.34E-19
2.34E-07,0.112250423,0,0,0,0,0.999952899,7.10E-05,2.40E-06,3.23E-06,1.42E-06,7.60E-06,6.47E-06,1.66E-12,6.82E-12,4.52E-18,1.13E-12,1.17E-19,4.70E-22,1.09E-18,4.04E-19,6.49E-22,1.17E-20,3.43E-25,1.43E-21,7.70E-25,2.52E-29,1.09E-18
2.54E-07,0.11225099,0,0,0,0,0.999947492,7.67E-05,2.77E-06,3.80E-06,1.66E-06,9.49E-06,8.15E-06,2.35E-12,1.04E-11,6.89E-18,1.53E-12,2.09E-19,8.41E-22,2.04E-18,8.01E-19,1.29E-21,2.35E-20,6.81E-25,2.54E-21,1.67E-24,5.47E-29,1.80E-18
2.74E-07,0.112251589,0,0,0,0,0.99994178,8.24E-05,3.17E-06,4.40E-06,1.91E-06,1.17E-05,1.01E-05,3.23E-12,1.54E-11,1.02E-17,2.03E-12,3.59E-19,1.44E-21,3.66E-18,1.51E-18,2.43E-21,4.48E-20,1.29E-24,4.35E-21,3.43E-24,1.12E-28,2.87E-18
2.94E-07,0.112252221,0,0,0,0,0.999935744,8.80E-05,3.59E-06,5.06E-06,2.18E-06,1.41E-05,1.23E-05,4.35E-12,2.22E-11,1.47E-17,2.63E-12,5.94E-19,2.39E-21,6.30E-18,2.73E-18,4.39E-21,8.17E-20,2.33E-24,7.18E-21,6.70E-24,2.19E-28,4.42E-18
3.14E-07,0.112252889,0,0,0,0,0.999929366,9.36E-05,4.04E-06,5.75E-06,2.46E-06,1.69E-05,1.49E-05,5.75E-12,3.12E-11,2.07E-17,3.35E-12,9.52E-19,3.83E-21,1.05E-17,4.76E-18,7.64E-21,1.43E-19,4.05E-24,1.15E-20,1.26E-23,4.11E-28,6.62E-18
3.34E-07,0.112253594,0,0,0,0,0.999922631,9.91E-05,4.51E-06,6.49E-06,2.76E-06,2.01E-05,1.77E-05,7.48E-12,4.30E-11,2.85E-17,4.21E-12,1.48E-18,5.97E-21,1.69E-17,8.01E-18,1.29E-20,2.43E-19,6.83E-24,1.79E-20,2.27E-23,7.42E-28,9.67E-18
3.54E-07,0.112254338,0,0,0,0,0.999915519,0.00010454,5.01E-06,7.27E-06,3.08E-06,2.36E-05,2.09E-05,9.58E-12,5.83E-11,3.87E-17,5.22E-12,2.26E-18,9.08E-21,2.65E-17,1.31E-17,2.11E-20,4.00E-19,1.12E-23,2.71E-20,3.96E-23,1.30E-27,1.38E-17
3.74E-07,0.112255124,0,0,0,0,0.999908015,0.000109956,5.53E-06,8.10E-06,3.41E-06,2.74E-05,2.44E-05,1.21E-11,7.78E-11,5.16E-17,6.40E-12,3.36E-18,1.35E-20,4.06E-17,2.09E-17,3.36E-20,6.41E-19,1.79E-23,4.03E-20,6.71E-23,2.20E-27,1.94E-17
3.94E-07,0.112255952,0,0,0,0,0.999900101,0.000115322,6.07E-06,8.97E-06,3.76E-06,3.17E-05,2.84E-05,1.52E-11,1.02E-10,6.78E-17,7.76E-12,4.90E-18,1.97E-20,6.08E-17,3.26E-17,5.24E-20,1.00E-18,2.78E-23,5.86E-20,1.11E-22,3.63E-27,2.68E-17
4.13E-07,0.112256826,0,0,0,0,0.999891762,0.000120637,6.64E-06,9.88E-06,4.13E-06,3.63E-05,3.27E-05,1.88E-11,1.33E-10,8.80E-17,9.32E-12,7.03E-18,2.83E-20,8.92E-17,4.96E-17,7.98E-20,1.53E-18,4.24E-23,8.39E-20,1.79E-22,5.85E-27,3.64E-17
4.33E-07,0.112257746,0,0,0,0,0.999882981,0.000125901,7.23E-06,1.08E-05,4.51E-06,4.14E-05,3.74E-05,2.30E-11,1.70E-10,1.13E-16,1.11E-11,9.91E-18,3.98E-20,1.29E-16,7.42E-17,1.19E-19,2.30E-18,6.35E-23,1.18E-19,2.82E-22,9.23E-27,4.87E-17
4.53E-07,0.112258715,0,0,0,0,0.999873742,0.000131114,7.84E-06,1.18E-05,4.90E-06,4.69E-05,4.25E-05,2.79E-11,2.16E-10,1.43E-16,1.31E-11,1.38E-17,5.53E-20,1.82E-16,1.09E-16,1.75E-19,3.40E-18,9.33E-23,1.64E-19,4.36E-22,1.43E-26,6.44E-17
4.73E-07,0.112259735,0,0,0,0,0.999864029,0.000136277,8.47E-06,1.29E-05,5.31E-06,5.29E-05,4.81E-05,3.36E-11,2.71E-10,1.80E-16,1.54E-11,1.88E-17,7.58E-20,2.55E-16,1.58E-16,2.54E-19,4.92E-18,1.35E-22,2.24E-19,6.61E-22,2.17E-26,8.41E-17
4.93E-07,0.112260806,0,0,0,0,0.999853828,0.000141388,9.13E-06,1.39E-05,5.73E-06,5.94E-05,5.41E-05,4.02E-11,3.37E-10,2.24E-16,1.79E-11,2.55E-17,1.02E-19,3.51E-16,2.24E-16,3.61E-19,7.03E-18,1.92E-22,3.02E-19,9.87E-22,3.23E-26,1.09E-16
