Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),C(3),H(6),C2H4(9),H2(11),C2H3(14),C#C(20),C2H2(24),C3H7(16),C4H7(22),C4H7(41),C4H7(36),C4H6(42),C4H6(85),C4H6(65),C4H6(43),C4H7(26),C4H5(28),C4H5(180),C3H5(25)
0.000309904,0.195664858,0,0,0,0,0.294019634,0.000252535,0.000331374,0.043101967,8.38E-05,0.620619362,0.723654246,2.00E-05,0.058878888,3.90E-08,1.94E-07,3.09E-07,1.24E-09,1.11E-05,0.002139479,3.45E-06,7.21E-05,1.85E-09,3.15E-09,5.35E-08,1.75E-12,1.96E-08
0.000316581,0.196364235,0,0,0,0,0.288846988,0.000250048,0.000329487,0.043641885,8.33E-05,0.624059227,0.729686001,2.02E-05,0.06020631,3.99E-08,1.93E-07,3.14E-07,1.26E-09,1.14E-05,0.002206069,3.56E-06,7.44E-05,1.90E-09,3.21E-09,5.51E-08,1.80E-12,1.98E-08
0.00032259,0.196979561,0,0,0,0,0.284314565,0.000247851,0.000327787,0.044120094,8.28E-05,0.627042803,0.734992586,2.04E-05,0.06139434,4.07E-08,1.91E-07,3.19E-07,1.28E-09,1.15E-05,0.002265925,3.65E-06,7.64E-05,1.96E-09,3.26E-09,5.65E-08,1.85E-12,1.99E-08
0.000328599,0.197581973,0,0,0,0,0.279894421,0.000245691,0.000326087,0.044591173,8.24E-05,0.629924177,0.74018757,2.06E-05,0.062576035,4.15E-08,1.90E-07,3.24E-07,1.30E-09,1.17E-05,0.002325693,3.75E-06,7.84E-05,2.01E-09,3.31E-09,5.79E-08,1.90E-12,2.01E-08
0.000334608,0.198171893,0,0,0,0,0.275582693,0.000243567,0.000324388,0.045055287,8.19E-05,0.632707193,0.745274607,2.08E-05,0.063751369,4.23E-08,1.89E-07,3.28E-07,1.32E-09,1.19E-05,0.002385354,3.85E-06,8.04E-05,2.06E-09,3.35E-09,5.93E-08,1.94E-12,2.02E-08
0.000340616,0.198749724,0,0,0,0,0.271375688,0.000241478,0.000322691,0.045512599,8.15E-05,0.635395513,0.750257186,2.09E-05,0.064920321,4.31E-08,1.87E-07,3.33E-07,1.34E-09,1.21E-05,0.002444892,3.94E-06,8.24E-05,2.11E-09,3.40E-09,6.07E-08,1.99E-12,2.03E-08
0.000346625,0.199315851,0,0,0,0,0.267269885,0.000239424,0.000320997,0.045963265,8.10E-05,0.637992632,0.755138644,2.11E-05,0.066082875,4.38E-08,1.86E-07,3.37E-07,1.36E-09,1.22E-05,0.002504292,4.04E-06,8.44E-05,2.16E-09,3.44E-09,6.21E-08,2.03E-12,2.05E-08
0.000352634,0.199870641,0,0,0,0,0.263261913,0.000237404,0.000319306,0.046407436,8.06E-05,0.640501882,0.759922174,2.13E-05,0.06723902,4.46E-08,1.85E-07,3.42E-07,1.38E-09,1.24E-05,0.00256354,4.13E-06,8.64E-05,2.21E-09,3.49E-09,6.35E-08,2.08E-12,2.06E-08
0.000358643,0.200414448,0,0,0,0,0.259348551,0.000235417,0.000317619,0.046845259,8.02E-05,0.642926445,0.764610829,2.14E-05,0.068388749,4.54E-08,1.83E-07,3.46E-07,1.39E-09,1.26E-05,0.002622621,4.23E-06,8.84E-05,2.26E-09,3.53E-09,6.49E-08,2.12E-12,2.07E-08
0.000364652,0.20094761,0,0,0,0,0.255526716,0.000233463,0.000315937,0.047276877,7.98E-05,0.64526936,0.769207535,2.16E-05,0.069532061,4.61E-08,1.82E-07,3.50E-07,1.41E-09,1.27E-05,0.002681524,4.32E-06,9.04E-05,2.31E-09,3.57E-09,6.62E-08,2.17E-12,2.08E-08
0.000370661,0.20147045,0,0,0,0,0.251793459,0.00023154,0.000314261,0.047702426,7.94E-05,0.647533532,0.773715095,2.17E-05,0.070668957,4.69E-08,1.80E-07,3.55E-07,1.43E-09,1.29E-05,0.002740237,4.42E-06,9.24E-05,2.37E-09,3.61E-09,6.76E-08,2.21E-12,2.10E-08
0.00037667,0.201983278,0,0,0,0,0.248145951,0.000229649,0.00031259,0.04812204,7.89E-05,0.649721739,0.778136196,2.19E-05,0.071799442,4.76E-08,1.79E-07,3.59E-07,1.44E-09,1.31E-05,0.002798748,4.51E-06,9.43E-05,2.42E-09,3.65E-09,6.90E-08,2.26E-12,2.11E-08
0.000382679,0.202486392,0,0,0,0,0.244581484,0.000227787,0.000310926,0.048535849,7.85E-05,0.651836637,0.782473416,2.20E-05,0.072923525,4.84E-08,1.78E-07,3.63E-07,1.46E-09,1.32E-05,0.002857047,4.61E-06,9.63E-05,2.47E-09,3.69E-09,7.03E-08,2.30E-12,2.12E-08
0.000388688,0.202980078,0,0,0,0,0.241097462,0.000225955,0.000309269,0.048943979,7.81E-05,0.653880769,0.786729228,2.22E-05,0.074041219,4.91E-08,1.77E-07,3.66E-07,1.47E-09,1.34E-05,0.002915124,4.70E-06,9.83E-05,2.52E-09,3.73E-09,7.16E-08,2.35E-12,2.13E-08
0.000393454,0.20336518,0,0,0,0,0.238389254,0.000224523,0.000307959,0.049263776,7.78E-05,0.6554536,0.790048909,2.23E-05,0.074923315,4.97E-08,1.75E-07,3.69E-07,1.49E-09,1.35E-05,0.002961031,4.77E-06,9.98E-05,2.56E-09,3.76E-09,7.27E-08,2.38E-12,2.13E-08
0.000398221,0.203744655,0,0,0,0,0.2357289,0.000223108,0.000306655,0.049580136,7.75E-05,0.656984603,0.793320002,2.24E-05,0.075801408,5.03E-08,1.74E-07,3.72E-07,1.50E-09,1.36E-05,0.003006789,4.85E-06,0.000101351,2.60E-09,3.79E-09,7.38E-08,2.42E-12,2.14E-08
0.000402988,0.20411863,0,0,0,0,0.233115238,0.000221711,0.000305355,0.049893115,7.72E-05,0.658474908,0.796543615,2.25E-05,0.076675506,5.08E-08,1.73E-07,3.75E-07,1.51E-09,1.37E-05,0.003052393,4.92E-06,0.000102888,2.63E-09,3.82E-09,7.48E-08,2.45E-12,2.15E-08
0.000407755,0.204487229,0,0,0,0,0.230547145,0.000220332,0.00030406,0.05020277,7.69E-05,0.659925609,0.79972082,2.26E-05,0.07754562,5.14E-08,1.72E-07,3.78E-07,1.52E-09,1.38E-05,0.003097839,5.00E-06,0.00010442,2.67E-09,3.85E-09,7.59E-08,2.48E-12,2.16E-08
0.000412045,0.204814471,0,0,0,0,0.228273922,0.000219105,0.0003029,0.050478664,7.66E-05,0.661198253,0.802541487,2.27E-05,0.078325325,5.19E-08,1.72E-07,3.81E-07,1.53E-09,1.39E-05,0.003138604,5.06E-06,0.000105794,2.71E-09,3.87E-09,7.68E-08,2.51E-12,2.16E-08
0.000415906,0.205105421,0,0,0,0,0.226258189,0.000218012,0.000301859,0.050724737,7.64E-05,0.662317555,0.805049279,2.28E-05,0.079024314,5.24E-08,1.71E-07,3.83E-07,1.54E-09,1.40E-05,0.003175178,5.12E-06,0.000107027,2.74E-09,3.90E-09,7.76E-08,2.54E-12,2.17E-08
0.000419767,0.205393051,0,0,0,0,0.224270469,0.00021693,0.000300821,0.050968726,7.61E-05,0.663412701,0.807528427,2.29E-05,0.07972071,5.29E-08,1.70E-07,3.85E-07,1.55E-09,1.41E-05,0.003211643,5.18E-06,0.000108256,2.77E-09,3.92E-09,7.85E-08,2.57E-12,2.17E-08
0.000423628,0.205677422,0,0,0,0,0.222310227,0.000215858,0.000299788,0.051210658,7.59E-05,0.664484208,0.809979442,2.29E-05,0.080414519,5.33E-08,1.69E-07,3.87E-07,1.56E-09,1.42E-05,0.003247998,5.24E-06,0.000109482,2.80E-09,3.94E-09,7.93E-08,2.60E-12,2.18E-08
0.000427489,0.205958591,0,0,0,0,0.220376945,0.000214798,0.000298758,0.051450561,7.56E-05,0.665532577,0.812402822,2.30E-05,0.081105748,5.38E-08,1.68E-07,3.89E-07,1.57E-09,1.43E-05,0.003284239,5.30E-06,0.000110704,2.84E-09,3.96E-09,8.01E-08,2.62E-12,2.18E-08
0.00043135,0.206236615,0,0,0,0,0.218470116,0.000213747,0.000297732,0.05168846,7.54E-05,0.666558298,0.814799052,2.31E-05,0.081794405,5.42E-08,1.68E-07,3.92E-07,1.57E-09,1.43E-05,0.003320367,5.35E-06,0.000111921,2.87E-09,3.98E-09,8.10E-08,2.65E-12,2.19E-08
0.000435211,0.206511548,0,0,0,0,0.216589244,0.000212707,0.00029671,0.051924382,7.52E-05,0.667561848,0.817168609,2.32E-05,0.082480498,5.47E-08,1.67E-07,3.94E-07,1.58E-09,1.44E-05,0.003356379,5.41E-06,0.000113135,2.90E-09,4.00E-09,8.18E-08,2.68E-12,2.19E-08
0.000439072,0.206783444,0,0,0,0,0.214733848,0.000211677,0.000295692,0.052158354,7.49E-05,0.668543691,0.819511955,2.32E-05,0.083164035,5.52E-08,1.66E-07,3.96E-07,1.59E-09,1.45E-05,0.003392274,5.47E-06,0.000114345,2.93E-09,4.02E-09,8.26E-08,2.70E-12,2.20E-08
0.000442547,0.207025597,0,0,0,0,0.213085384,0.000210759,0.000294779,0.052367281,7.47E-05,0.669409164,0.82159893,2.33E-05,0.083777038,5.56E-08,1.65E-07,3.97E-07,1.60E-09,1.46E-05,0.003424479,5.52E-06,0.000115431,2.96E-09,4.04E-09,8.33E-08,2.73E-12,2.20E-08
0.000446022,0.207265369,0,0,0,0,0.211456836,0.000209849,0.000293869,0.052574666,7.45E-05,0.670257745,0.823665365,2.34E-05,0.084387983,5.60E-08,1.65E-07,3.99E-07,1.61E-09,1.46E-05,0.003456588,5.57E-06,0.000116513,2.98E-09,4.06E-09,8.41E-08,2.75E-12,2.20E-08
0.000449497,0.207502799,0,0,0,0,0.209847878,0.000208946,0.000292963,0.052780527,7.43E-05,0.671089748,0.825711575,2.34E-05,0.084996877,5.64E-08,1.64E-07,4.01E-07,1.61E-09,1.47E-05,0.003488599,5.63E-06,0.000117592,3.01E-09,4.08E-09,8.48E-08,2.78E-12,2.21E-08
0.000452971,0.20773792,0,0,0,0,0.208258187,0.000208051,0.00029206,0.052984881,7.41E-05,0.671905482,0.827737869,2.35E-05,0.085603724,5.68E-08,1.63E-07,4.03E-07,1.62E-09,1.48E-05,0.003520512,5.68E-06,0.000118668,3.04E-09,4.10E-09,8.55E-08,2.80E-12,2.21E-08
0.000456446,0.207970768,0,0,0,0,0.206687448,0.000207164,0.00029116,0.053187747,7.39E-05,0.672705246,0.829744552,2.36E-05,0.086208532,5.72E-08,1.63E-07,4.05E-07,1.63E-09,1.48E-05,0.003552326,5.73E-06,0.00011974,3.07E-09,4.11E-09,8.62E-08,2.82E-12,2.22E-08
0.000459921,0.208201378,0,0,0,0,0.205135354,0.000206285,0.000290264,0.05338914,7.37E-05,0.673489337,0.831731919,2.36E-05,0.086811308,5.76E-08,1.62E-07,4.06E-07,1.63E-09,1.49E-05,0.003584041,5.78E-06,0.000120809,3.09E-09,4.13E-09,8.70E-08,2.85E-12,2.22E-08
0.000463396,0.208429784,0,0,0,0,0.203601603,0.000205413,0.000289371,0.053589078,7.35E-05,0.674258043,0.833700263,2.37E-05,0.087412058,5.80E-08,1.61E-07,4.08E-07,1.64E-09,1.50E-05,0.003615655,5.83E-06,0.000121875,3.12E-09,4.15E-09,8.77E-08,2.87E-12,2.22E-08
0.000466871,0.208656017,0,0,0,0,0.202085899,0.000204549,0.000288481,0.053787576,7.33E-05,0.675011643,0.835649867,2.37E-05,0.088010788,5.84E-08,1.60E-07,4.10E-07,1.65E-09,1.50E-05,0.003647169,5.88E-06,0.000122937,3.15E-09,4.16E-09,8.84E-08,2.89E-12,2.23E-08
0.000470346,0.208880111,0,0,0,0,0.200587955,0.000203691,0.000287595,0.053984652,7.31E-05,0.675750414,0.83758101,2.38E-05,0.088607506,5.88E-08,1.60E-07,4.11E-07,1.65E-09,1.51E-05,0.003678581,5.93E-06,0.000123996,3.18E-09,4.18E-09,8.91E-08,2.92E-12,2.23E-08
0.000473821,0.209102097,0,0,0,0,0.199107486,0.000202842,0.000286712,0.054180321,7.29E-05,0.676474625,0.839493966,2.38E-05,0.089202218,5.92E-08,1.59E-07,4.13E-07,1.66E-09,1.52E-05,0.003709891,5.98E-06,0.000125051,3.20E-09,4.19E-09,8.98E-08,2.94E-12,2.23E-08
0.000480771,0.209539869,0,0,0,0,0.196197874,0.000201163,0.000284957,0.054567502,7.25E-05,0.677880415,0.843266384,2.40E-05,0.090385654,5.99E-08,1.58E-07,4.16E-07,1.67E-09,1.53E-05,0.003772202,6.08E-06,0.000127152,3.26E-09,4.23E-09,9.12E-08,2.99E-12,2.24E-08
0.000487721,0.209969574,0,0,0,0,0.193354909,0.000199513,0.000283216,0.054949241,7.21E-05,0.679231054,0.846969202,2.41E-05,0.091561153,6.07E-08,1.57E-07,4.19E-07,1.69E-09,1.54E-05,0.003834099,6.18E-06,0.000129238,3.31E-09,4.26E-09,9.26E-08,3.03E-12,2.24E-08
0.00049467,0.210391443,0,0,0,0,0.190576528,0.00019789,0.000281489,0.055325657,7.17E-05,0.680528497,0.850604421,2.42E-05,0.092728773,6.15E-08,1.55E-07,4.22E-07,1.70E-09,1.55E-05,0.003895578,6.28E-06,0.000131311,3.36E-09,4.29E-09,9.40E-08,3.08E-12,2.25E-08
0.00050162,0.2108057,0,0,0,0,0.187860748,0.000196294,0.000279777,0.055696867,7.13E-05,0.681774615,0.854173965,2.43E-05,0.093888574,6.23E-08,1.54E-07,4.25E-07,1.71E-09,1.56E-05,0.003956636,6.38E-06,0.000133369,3.42E-09,4.31E-09,9.54E-08,3.12E-12,2.26E-08
0.00050857,0.211212558,0,0,0,0,0.185205664,0.000194724,0.000278078,0.056062983,7.09E-05,0.682971204,0.857679683,2.44E-05,0.095040615,6.30E-08,1.53E-07,4.28E-07,1.72E-09,1.58E-05,0.00401727,6.48E-06,0.000135413,3.47E-09,4.34E-09,9.67E-08,3.17E-12,2.26E-08
0.00051552,0.211612224,0,0,0,0,0.182609444,0.000193179,0.000276394,0.056424114,7.06E-05,0.684119983,0.861123357,2.45E-05,0.096184956,6.38E-08,1.51E-07,4.30E-07,1.73E-09,1.59E-05,0.004077479,6.58E-06,0.000137442,3.52E-09,4.37E-09,9.81E-08,3.21E-12,2.27E-08
0.00052247,0.212004897,0,0,0,0,0.180070329,0.00019166,0.000274724,0.056780366,7.02E-05,0.685222602,0.8645067,2.46E-05,0.097321659,6.45E-08,1.50E-07,4.33E-07,1.74E-09,1.60E-05,0.004137261,6.67E-06,0.000139457,3.57E-09,4.40E-09,9.94E-08,3.25E-12,2.27E-08
0.00052942,0.212390767,0,0,0,0,0.177586624,0.000190164,0.000273068,0.057131842,6.98E-05,0.686280645,0.867831363,2.46E-05,0.098450786,6.53E-08,1.49E-07,4.36E-07,1.75E-09,1.61E-05,0.004196613,6.77E-06,0.000141458,3.62E-09,4.42E-09,1.01E-07,3.30E-12,2.27E-08
0.00053637,0.212770019,0,0,0,0,0.175156701,0.000188693,0.000271427,0.057478641,6.95E-05,0.687295631,0.871098938,2.47E-05,0.099572399,6.60E-08,1.48E-07,4.38E-07,1.76E-09,1.62E-05,0.004255536,6.86E-06,0.000143444,3.67E-09,4.45E-09,1.02E-07,3.34E-12,2.28E-08
0.000543319,0.213142829,0,0,0,0,0.172778992,0.000187245,0.0002698,0.057820863,6.91E-05,0.688269019,0.874310957,2.48E-05,0.100686561,6.68E-08,1.47E-07,4.41E-07,1.77E-09,1.63E-05,0.004314027,6.96E-06,0.000145416,3.72E-09,4.47E-09,1.03E-07,3.38E-12,2.28E-08
0.000550269,0.213509371,0,0,0,0,0.170451985,0.00018582,0.000268187,0.0581586,6.88E-05,0.689202211,0.877468898,2.49E-05,0.101793333,6.75E-08,1.45E-07,4.43E-07,1.78E-09,1.64E-05,0.004372088,7.05E-06,0.000147373,3.77E-09,4.49E-09,1.05E-07,3.43E-12,2.29E-08
0.000557219,0.213869808,0,0,0,0,0.168174228,0.000184417,0.000266589,0.058491945,6.84E-05,0.690096552,0.880574187,2.50E-05,0.10289278,6.82E-08,1.44E-07,4.45E-07,1.79E-09,1.64E-05,0.004429717,7.14E-06,0.000149315,3.82E-09,4.52E-09,1.06E-07,3.47E-12,2.29E-08
0.000564169,0.2142243,0,0,0,0,0.165944318,0.000183036,0.000265005,0.058820986,6.81E-05,0.690953335,0.883628198,2.51E-05,0.103984963,6.90E-08,1.43E-07,4.48E-07,1.80E-09,1.65E-05,0.004486914,7.24E-06,0.000151243,3.87E-09,4.54E-09,1.07E-07,3.51E-12,2.29E-08
0.000571119,0.214573001,0,0,0,0,0.163760905,0.000181676,0.000263435,0.059145812,6.77E-05,0.691773806,0.886632261,2.51E-05,0.105069947,6.97E-08,1.42E-07,4.50E-07,1.81E-09,1.66E-05,0.00454368,7.33E-06,0.000153157,3.92E-09,4.56E-09,1.08E-07,3.55E-12,2.30E-08
0.000578069,0.214916059,0,0,0,0,0.161622687,0.000180337,0.000261879,0.059466507,6.74E-05,0.692559158,0.889587655,2.52E-05,0.106147794,7.04E-08,1.41E-07,4.52E-07,1.82E-09,1.67E-05,0.004600014,7.42E-06,0.000155056,3.97E-09,4.58E-09,1.10E-07,3.59E-12,2.30E-08
0.000585018,0.215253618,0,0,0,0,0.159528408,0.000179019,0.000260338,0.059783152,6.71E-05,0.693310544,0.892495619,2.53E-05,0.107218568,7.11E-08,1.40E-07,4.54E-07,1.83E-09,1.68E-05,0.004655919,7.51E-06,0.00015694,4.02E-09,4.60E-09,1.11E-07,3.63E-12,2.30E-08
0.000591968,0.215585816,0,0,0,0,0.157476856,0.00017772,0.00025881,0.060095829,6.67E-05,0.694029069,0.895357347,2.54E-05,0.108282331,7.18E-08,1.39E-07,4.56E-07,1.83E-09,1.69E-05,0.004711394,7.60E-06,0.00015881,4.07E-09,4.62E-09,1.12E-07,3.67E-12,2.30E-08
0.000598918,0.215912787,0,0,0,0,0.155466863,0.000176441,0.000257296,0.060404614,6.64E-05,0.694715799,0.898173997,2.54E-05,0.109339146,7.25E-08,1.38E-07,4.58E-07,1.84E-09,1.69E-05,0.004766441,7.69E-06,0.000160666,4.11E-09,4.64E-09,1.13E-07,3.71E-12,2.31E-08
0.000605868,0.216234661,0,0,0,0,0.153497299,0.000175182,0.000255797,0.060709585,6.61E-05,0.69537176,0.900946684,2.55E-05,0.110389077,7.32E-08,1.37E-07,4.60E-07,1.85E-09,1.70E-05,0.004821061,7.77E-06,0.000162507,4.16E-09,4.66E-09,1.14E-07,3.75E-12,2.31E-08
0.000612818,0.216551563,0,0,0,0,0.151567075,0.000173941,0.000254311,0.061010815,6.58E-05,0.695997938,0.903676489,2.55E-05,0.111432184,7.39E-08,1.36E-07,4.61E-07,1.86E-09,1.71E-05,0.004875255,7.86E-06,0.000164334,4.21E-09,4.68E-09,1.16E-07,3.79E-12,2.31E-08
0.000619768,0.216863614,0,0,0,0,0.149675139,0.000172718,0.000252838,0.061308376,6.54E-05,0.696595286,0.906364456,2.56E-05,0.112468532,7.46E-08,1.35E-07,4.63E-07,1.86E-09,1.72E-05,0.004929025,7.95E-06,0.000166146,4.26E-09,4.69E-09,1.17E-07,3.83E-12,2.31E-08
0.000626717,0.217170931,0,0,0,0,0.147820473,0.000171513,0.00025138,0.061602338,6.51E-05,0.69716472,0.909011595,2.57E-05,0.11349818,7.53E-08,1.34E-07,4.65E-07,1.87E-09,1.72E-05,0.004982373,8.03E-06,0.000167944,4.30E-09,4.71E-09,1.18E-07,3.86E-12,2.31E-08
0.000633667,0.217473628,0,0,0,0,0.146002095,0.000170326,0.000249935,0.061892769,6.48E-05,0.697707123,0.911618886,2.57E-05,0.114521193,7.59E-08,1.33E-07,4.67E-07,1.88E-09,1.73E-05,0.0050353,8.12E-06,0.000169728,4.35E-09,4.73E-09,1.19E-07,3.90E-12,2.31E-08
0.000640617,0.217771814,0,0,0,0,0.144219055,0.000169157,0.000248503,0.062179738,6.45E-05,0.698223346,0.914187275,2.58E-05,0.115537629,7.66E-08,1.32E-07,4.68E-07,1.88E-09,1.74E-05,0.005087807,8.20E-06,0.000171498,4.39E-09,4.74E-09,1.20E-07,3.94E-12,2.32E-08
0.000647567,0.218065595,0,0,0,0,0.142470433,0.000168004,0.000247085,0.062463307,6.42E-05,0.698714211,0.916717678,2.58E-05,0.116547551,7.73E-08,1.31E-07,4.70E-07,1.89E-09,1.74E-05,0.005139898,8.29E-06,0.000173254,4.44E-09,4.76E-09,1.21E-07,3.97E-12,2.32E-08
0.000654517,0.218355075,0,0,0,0,0.140755343,0.000166868,0.00024568,0.062743541,6.39E-05,0.69918051,0.919210984,2.59E-05,0.11755102,7.80E-08,1.30E-07,4.71E-07,1.90E-09,1.75E-05,0.005191575,8.37E-06,0.000174996,4.48E-09,4.77E-09,1.22E-07,4.01E-12,2.32E-08
0.000661467,0.218640353,0,0,0,0,0.139072924,0.000165748,0.000244288,0.063020502,6.36E-05,0.699623005,0.921668054,2.59E-05,0.118548095,7.86E-08,1.29E-07,4.73E-07,1.90E-09,1.75E-05,0.005242839,8.45E-06,0.000176724,4.53E-09,4.79E-09,1.24E-07,4.05E-12,2.32E-08
0.000668416,0.218921526,0,0,0,0,0.137422345,0.000164643,0.000242909,0.06329425,6.33E-05,0.700042436,0.92408972,2.60E-05,0.119538835,7.93E-08,1.28E-07,4.74E-07,1.91E-09,1.76E-05,0.005293692,8.54E-06,0.000178438,4.57E-09,4.80E-09,1.25E-07,4.08E-12,2.32E-08
0.000675366,0.219198688,0,0,0,0,0.1358028,0.000163555,0.000241543,0.063564843,6.30E-05,0.700439511,0.926476792,2.60E-05,0.120523302,7.99E-08,1.27E-07,4.75E-07,1.91E-09,1.76E-05,0.005344138,8.62E-06,0.000180139,4.61E-09,4.81E-09,1.26E-07,4.12E-12,2.32E-08
0.000681621,0.219444779,0,0,0,0,0.134371101,0.000162588,0.000240324,0.063805728,6.28E-05,0.700778335,0.928596226,2.61E-05,0.121404006,8.05E-08,1.26E-07,4.76E-07,1.92E-09,1.77E-05,0.005389193,8.69E-06,0.000181657,4.65E-09,4.82E-09,1.27E-07,4.15E-12,2.32E-08
0.000687876,0.219687759,0,0,0,0,0.132963357,0.000161634,0.000239116,0.064044145,6.25E-05,0.701100091,0.930688829,2.61E-05,0.122279718,8.11E-08,1.25E-07,4.78E-07,1.92E-09,1.77E-05,0.005433921,8.76E-06,0.000183165,4.69E-09,4.83E-09,1.28E-07,4.18E-12,2.32E-08
0.000693505,0.219903833,0,0,0,0,0.131716428,0.000160785,0.000238037,0.064256643,6.23E-05,0.701375469,0.932549676,2.61E-05,0.123063626,8.16E-08,1.24E-07,4.79E-07,1.93E-09,1.78E-05,0.005473899,8.83E-06,0.000184513,4.73E-09,4.84E-09,1.28E-07,4.21E-12,2.32E-08
0.000699135,0.220117481,0,0,0,0,0.130488089,0.000159946,0.000236967,0.064467204,6.21E-05,0.701637734,0.934389611,2.62E-05,0.123843556,8.21E-08,1.24E-07,4.80E-07,1.93E-09,1.78E-05,0.005513615,8.89E-06,0.000185851,4.76E-09,4.85E-09,1.29E-07,4.24E-12,2.32E-08
0.000704764,0.220328749,0,0,0,0,0.129277971,0.000159116,0.000235905,0.064675854,6.18E-05,0.701887211,0.936209007,2.62E-05,0.124619537,8.26E-08,1.23E-07,4.81E-07,1.93E-09,1.79E-05,0.005553071,8.95E-06,0.000187181,4.79E-09,4.86E-09,1.30E-07,4.26E-12,2.32E-08
0.000710393,0.220537677,0,0,0,0,0.128085712,0.000158295,0.000234851,0.064882622,6.16E-05,0.702124214,0.938008229,2.62E-05,0.125391601,8.32E-08,1.22E-07,4.81E-07,1.94E-09,1.79E-05,0.005592268,9.02E-06,0.000188503,4.83E-09,4.87E-09,1.31E-07,4.29E-12,2.32E-08
0.000716023,0.220744307,0,0,0,0,0.126910961,0.000157484,0.000233804,0.065087535,6.14E-05,0.702349046,0.939787635,2.63E-05,0.126159778,8.37E-08,1.22E-07,4.82E-07,1.94E-09,1.79E-05,0.005631208,9.08E-06,0.000189815,4.86E-09,4.88E-09,1.32E-07,4.32E-12,2.32E-08
0.000721652,0.22094868,0,0,0,0,0.125753375,0.000156681,0.000232766,0.065290618,6.12E-05,0.702562007,0.941547573,2.63E-05,0.126924097,8.42E-08,1.21E-07,4.83E-07,1.94E-09,1.80E-05,0.005669893,9.14E-06,0.000191119,4.89E-09,4.89E-09,1.33E-07,4.34E-12,2.32E-08
0.000727282,0.221150836,0,0,0,0,0.124612619,0.000155888,0.000231736,0.065491899,6.09E-05,0.702763384,0.943288382,2.63E-05,0.127684587,8.47E-08,1.20E-07,4.84E-07,1.95E-09,1.80E-05,0.005708323,9.20E-06,0.000192415,4.93E-09,4.90E-09,1.33E-07,4.37E-12,2.32E-08
0.000732911,0.221350812,0,0,0,0,0.123488367,0.000155102,0.000230713,0.065691401,6.07E-05,0.70295346,0.945010395,2.64E-05,0.128441279,8.52E-08,1.19E-07,4.85E-07,1.95E-09,1.80E-05,0.0057465,9.27E-06,0.000193702,4.96E-09,4.90E-09,1.34E-07,4.40E-12,2.32E-08
0.00073854,0.221548646,0,0,0,0,0.122380299,0.000154326,0.000229699,0.065889151,6.05E-05,0.703132507,0.946713936,2.64E-05,0.129194201,8.57E-08,1.19E-07,4.86E-07,1.95E-09,1.81E-05,0.005784426,9.33E-06,0.00019498,4.99E-09,4.91E-09,1.35E-07,4.42E-12,2.32E-08
0.00074417,0.221744374,0,0,0,0,0.121288106,0.000153558,0.000228692,0.066085172,6.03E-05,0.703300792,0.948399322,2.64E-05,0.129943383,8.62E-08,1.18E-07,4.86E-07,1.96E-09,1.81E-05,0.005822102,9.39E-06,0.00019625,5.03E-09,4.92E-09,1.36E-07,4.45E-12,2.32E-08
0.000749799,0.221938034,0,0,0,0,0.120211485,0.000152798,0.000227693,0.06627949,6.01E-05,0.703458574,0.950066863,2.64E-05,0.130688854,8.67E-08,1.17E-07,4.87E-07,1.96E-09,1.81E-05,0.00585953,9.45E-06,0.000197512,5.06E-09,4.93E-09,1.37E-07,4.47E-12,2.32E-08
0.000755428,0.22212966,0,0,0,0,0.119150138,0.000152046,0.000226701,0.066472126,5.99E-05,0.703606107,0.951716861,2.65E-05,0.131430641,8.72E-08,1.17E-07,4.88E-07,1.96E-09,1.82E-05,0.005896712,9.51E-06,0.000198765,5.09E-09,4.93E-09,1.37E-07,4.50E-12,2.32E-08
0.000761058,0.222319287,0,0,0,0,0.118103778,0.000151302,0.000225717,0.066663105,5.97E-05,0.703743635,0.953349612,2.65E-05,0.132168773,8.76E-08,1.16E-07,4.88E-07,1.96E-09,1.82E-05,0.005933648,9.57E-06,0.00020001,5.12E-09,4.94E-09,1.38E-07,4.52E-12,2.32E-08
0.000766687,0.222506947,0,0,0,0,0.117072122,0.000150567,0.00022474,0.066852449,5.95E-05,0.703871399,0.954965406,2.65E-05,0.132903278,8.81E-08,1.16E-07,4.89E-07,1.97E-09,1.82E-05,0.005970341,9.63E-06,0.000201247,5.15E-09,4.95E-09,1.39E-07,4.55E-12,2.32E-08
0.000772317,0.222692673,0,0,0,0,0.116054895,0.000149839,0.000223771,0.067040181,5.93E-05,0.70398963,0.956564524,2.65E-05,0.133634185,8.86E-08,1.15E-07,4.90E-07,1.97E-09,1.82E-05,0.006006792,9.69E-06,0.000202475,5.19E-09,4.95E-09,1.40E-07,4.57E-12,2.32E-08
0.000777946,0.222876499,0,0,0,0,0.115051829,0.000149118,0.000222809,0.067226322,5.91E-05,0.704098556,0.958147243,2.66E-05,0.13436152,8.91E-08,1.14E-07,4.90E-07,1.97E-09,1.83E-05,0.006043003,9.74E-06,0.000203696,5.22E-09,4.96E-09,1.40E-07,4.60E-12,2.32E-08
